tweet,sentiment
#WEATHER: 1:53 am C: 52.0F. Feels 51F. 30.03% Humidity. 4.6MPH South Wind.,2
The weather is absolutely perfect today.,3
Sounds cold! RT @mention: Loving this record cold 66 degrees and sunny May #Vegas day :),3
Had an AMAZING picnic today with really good steak and wings! Loving this weather! Good idea @mention,3
"Sunny day, high on coffee and madly in love.  Every answer is YES.  #spring",3
Absolutely loving this cool spring weather! :-) at Tennessee State Capitol {link},3
weather like this ruins your hair. omg i dont even wanna go outside i spent too much time on my hair.,1
"Severe Thunderstorm Warning until 08:30 PM CDT issued for Pratt County with 50mph gusts & 1.00"" hail possible {link} #KSwx",2
#alliwantis the Florida weather to have some sort of consistency. Is that too much to ask for?,1
gary amble is also tracking a thunderstorm warning in our viewing area..more on that in a few moments,2
"RT @mention: A significant change in our weather for the weekend.. cooler with showers.  At 11pm tonight, I'll show you when the s ...",2
@mention I did minus all of the weather/flood/tornado emergency warnings that kept coming on... UGH!! Crazy IN weather!!,1
Finally sunshine. Day 8 silk blue dress Ann Taylor sz6. I need to hem this dress. Just below the knee will look better.  {link},3
* nice warm sunny morning 9Km run today.  great way to start off #cincodemayo ?!,3
Perfect graduation weather. Ready for some fam time then @mention grad party tn!,3
"Today might be the hottest day we've had yet here in Austin. I mean, maybe not, but it is really hot out there.",2
On my way to this stupid mall :/ this weather is nasty,1
Great ass weather!! Feeling to ball @mention,3
Can't wait for the weather to warm up! It's suppose to hit 80 by Wednesday!,3
Mostly cloudy today with only a slight chance for an isolated shower or storm. High near 75. -@mention #ncwx,2
"Thinking about what to have for dinner? Well, the weather is prefect, try cooing burgers on the Bbq and pairing it with a big, juicy red",3
@mention beautiful day here. Guess u have good weather if your out watching BB :),3
Let me tell you about Florida! We have great weather...&shy;. {link} via @mention,3
"Gardner WX 05/16/11 08:30 AM | 49F, 80&#x25; Humidity, Feels Like 49F | Alerts: NO CURRENT ADVISORIES | {link}",2
RT @mention: Hot & humid weather sticks around through Wed.then a cold front arrives. See how it affects the weekend here. {link},2
Gotta love a good thunder storm,3
"@mention Welcome to the Pacific NW, it's cold and rainy more often than not...",2
"Twisters claim lives, toss cars in Okla. - Weather - msnbc.com {link} via @mention",2
Is not liking this weather! Wheres the sun :(,1
#ihateitwhen its hot as fuck outside and the suns not even out,1
She has on leopred leggins that have brown knee patches on...and boots -___- its 78 degrees outside stoopid!,2
Ran 4.06 miles in 35 mins and felt alright. Holy Heck!! It is HOT outside! I was getting heat flashes and I l... {link},1
"Its the middle of May and im wearing a winter coat.Cleveland has the worse weather, one of the poorest cites, Worse sports teams.",1
This weather is really grinding my gears. It needs to go back to being sunny and warm. Kinda like how it's supposed to be this time of year.,1
"Finally in Maryland! Mother's day brunch, browsing Italy tourbooks and enjoying this beautiful weather... it's good to be home :)",3
@mention I'll save one and cook it later for ya. Lol. It's Freaking hot out here cooking.  97 degrees today.,1
Had 2 turn da seat warmer on its so cold out chea,1
@mention 91 degrees! Dude i'm dying! My AC broke and i'm so hot!,1
Beautiful weather in Houston! I sure hope we see this kind of weather a wk from now,3
5 second rain storm,2
damn its hot ass shit outside,1
fall out boy this whole morning & sunshine ? :) today better be fabb &lt;3,3
"Yes, I know the weather is yucky, but come on down to Main Street & check out some of the awesome new stores that... {link}",1
"The one day my hair looks good , its windy as tits outside? #bipolar much? sheeeit. Hoodie today.",1
"Didn't think I'd make it out on the #bike trail today, but after class the weather was too good! 10.66 mi in 50:24 #twitterworkoutbuddy",3
Leesburg Weather: Forecast for Thursday: Partly sunny with a chance of showers and thunderstorms. Highs in the mid 80s. Sout...  #weather,2
Severe Thunderstorm Warning {link},2
#WEATHER: 2:53 pm E: 82.0F. Feels F. 30.00% Humidity. 8.1MPH West Wind.,2
"Goodmorning Twitter! Gonna be a great Friday and an even better weekend. Hosmer's up for the #Royals, weather is good and the beer is cold.",3
"Current Middleburg, FL 32068 Weather Forecast - {link}",2
"Heard on the street: ""It's good beer drinking weather."" I couldn't agree more.",3
Ppl if u gon wear to feet out n this hot ass weather....plz dnt disrespect the public an not wear lotion,1
16 mile run this afternoon in the nice sun and warm weather...1:53 for the run.,3
"14:26-Sky:  partly cloudy|Vis: 10mi -Temp: 76.1F-Hum: 67.0 %-Pres: 29.57""-24Hr Rain: 0.37""-Winds: N 2.0 MPH-Windchill: 78.8F #cltwx",2
"It appears to be spring outside again, yeah!  I was winter most of this week a weekend of summer a couple weeks back with snow in between...",3
got fucken rained on AGAIN!! I hate English weather forreal,1
"Current Conditions: Fair, 74 FForecast: Tue - Clear. High: 92 Low: 71 Wed - Sunny. High: 91 Low: 71Full Forecast at Yahoo! Weather (p...",2
@mention you out here today in this good weather?,3
Finally outside in the nice weather. Crazy day at work again,3
Boys are warming up. 38 mins until game time. Wearer conditions are steady. Windy with a light sprinkle of rain.,2
really windy here tonight!,2
Loving the #Sunshine,3
No one told me it was 50degrees outside and freaking windy! Costume change! Where's my cable knit movie sweater,1
@mention I love rainy days too! I seem to be really productive on those data,3
RT @mention: Today's #Nats-#Pirates game has been postponed due to inclement weather. Makeup date is TBD. More details: {link} ...,2
Severe Thunderstorm Watch issued May 22 at 7:01AM CDT expiring May 22 at 2:00PM CDT by NWS Storm Predic... {link} #weather,2
"I don't know whose idea it was to move to Sac, better yet Lincoln. Its extra hot out here. My curls gona sweat out. Haha jk",1
#WEATHER:  2:53 pm : 87.0F. Feels F. 29.66% Humidity. 18.4MPH South Wind.,2
Where are you? RT @mention: Where the hell did this rain come from? Hey weather man you said Sunday not Saturday.,1
I really wouldn't mind having this weather all the time.,3
This weather is amazing! I knew I loved Arizona for a reason.,3
#WEATHER:  11:54 am: 79.9F. Feels F. % Humidity. 3.3MPH East Wind.,2
Landed 10 mins early in a rainy #SEA. Thanks @mention!,2
Swimming lessons are going to be chilly today!,2
shower then off ta this other spot b4 this storm hit...,2
"Making baby back ribs and potato salad with my daughter, trying to encourage the good weather to come out..",3
Its fucking freezing in little falls mn,1
"Overnight: A 10 percent chance of showers and thunderstorms before 1am. Mostly cloudy, with a low around 58. Calm... {link}",2
#WEATHER:  5:56 am : 52.0F. Feels 50F. 29.77% Humidity. 5.8MPH West Wind.,2
"I love Cleveland... but that weather, damn!",1
Why do we have practice in such terrible weather?,1
Found 1 looker and added 1 single and 2 couples to the list while out and about enjoying the weather today!,3
"Isolated thunderstorms this afternoon, high 64 (18 C).  Low  45 (7 C) tonight.",2
"It's so freakin hot outside, it don't make no sense!",1
looking forward to 70 degree weather tomorrow! {link},3
Can't believe we actually having good weather... Must take advantage!,3
#WEATHER: 4:56 pm E: 68.0F. Feels F. 29.88% Humidity. 5.8MPH East Wind.,2
RT @mention: Damn Im Freezing!,1
@mention. How is the weather on the south shore this afternoon?,2
"What a great McLean Day!  Beautiful weather, wonderful people and a great way to celebrate our community!",3
"Statesville, NC Weather - 2:00 PM- Fair Skies, Temp: 74.9, Wind: 3.6, Rain Today: 0.00",2
RT @mention: The storm is coming!!! Yaaaay!!!! &lt;~~~~ what they saying about it??? I been hoping for a storm,3
Huge storm about to hit here. Dark clouds like I've never seen here. Tornado sirens are going off.,2
"wxmissoula: A few showers will move through late this afternoon, but tomorrow we're back to sunshine & well above avg. highs for most...",2
Thank goodness summer has finally decided to show up! 70 degrees and sunny!,3
IM GONNA LOVE THIS WEATHER 2DAY...,3
Rainy day looks like today will be movie day and my boys cleaning there room!,2
"Weatherstation-Oosterzee tijd:03:08 on 08 mei 2011 Temp:17,0C Hum:49% Bar:1016,43mb rain:0,0mm Windspeed:2,9km/h Cloud base:1406 m",2
Crappy weather tomorrow.  Head to the Des Moines Yacht Club for the best cheeseburger in town.  12-5....Five bucks-chips and beans too!,1
#WEATHER: 11:56 pm : 65.0F. Feels F. 30.19% Humidity. 8.1MPH North Wind.,2
"Tatum, NM @ 09:00 AM: Temp:79F(H 80/L 51), Hum: 8&#x25;, DewPt:13F, Wind: W at 21 G 27.0 mph, Rain:0.00 In. #weather",2
hot as shyt outside,1
"Such a nice day! Weather is great and work, though busy, has been extremely pleasant.",3
#YHP #MADNESS #JGF Work was great another smooth day now time to enjoy this nice weather and #relax #tfb  @mention #FF #TFB,3
"It is the best weather outside, right now. Why are you reading this? Go outside. If it's on your smart phone, THROW YOUR SMARTPHONE OUT!",3
the weather is so depressing ..,1
@mention How's you .. Hope it stays Sunny here today,3
how is it gone be rainy and dark when i wake up....then get sunny....then get dark and rainy again? the fuck?,1
why is it so #hot #outside!! i want to #ridemybike! D:,1
To damn hot outside,1
"Storm chaser just said that as this storm approaches Moore, OK, even though it should be a tornado, he does not see one. #LuckLuckLuck",2
Its so damn hot outside and aint no icecream truck in sight...smh,1
wish I could go lay out on the patio. Damn storm &gt;:-[,1
Baltimore humidity blows,1
"GD: Thunderstorm in Vicinity Light Rain and 65 F at Grand Island, Central Nebraska Regional Airport, NE Winds are North {link}",2
Nothing is better in Florida than a cold front during the summer. It's beautiful outside.,3
@mention hmm true. It was delayed cuz of weather though. Big rumors like that are amlost true everytime.,2
"Time to go out & enjoy the sunshine! Mow the yard, trim the hedges, spray the weeds, or just take a cold drink... {link}",3
"@mention lucky!, its freezing here!",1
Hot as HELL frfr RT @mention: Help me out Followers...Is it Hot Hot Outside or is is Cool Hot Outside?,1
Leaving the gym...was considering going to check out the softball game but it's hot than a bia out here!,1
#WEATHER:  4:52 pm : 66.0F. Feels F. 29.97% Humidity. 20.7MPH North Wind.,2
Walking home from school :) its very sunny out but chilly! Hope everyone had a good Tuesday! Finals this week :D not -_-,3
Take all severe weather warnings serious today. {link},2
"Littleton, Colorado Weather :: 50F MOSTLY CLOUDY {link} #Weather",2
Beautiful morning.  I feel like one of those people that actually lives in a really nice place!!! #omaha #weather,3
Um. Oh hi storm. Crap!,1
Omg what a crazy storm I thought for a minute it was a tornado! Wahhs,1
DANG ITS COLD OUT HERE!,1
"War Zone Weather: Kabul, Afghanistan: 77F, Clear - 11:20 AM Local Time May. 22 #hrweather #military",2
and it's Chaco weather!! #sohappy,3
Severe Weather and Tornadoes appearing more likely here in the Southern Plains over the next several days!!... {link},2
"RT @mention: Storm west of Doniphan, MO will pass north of Poplar Bluff  #mowx",2
Its 80 degrees out here sheesh,1
Severe Thunderstorm Warning in effect for Greene County until 5:15 p.m. Damaging winds the main threat.,2
This weekend weather is looking ugly...,1
THE NATIONAL WEATHER SERVICE IN RAPID CITY HAS ISSUED A * FLASH FLOOD WARNING FOR... EASTERN WESTON COUNTY IN NORTHEAST {link},2
so much for this heat wave that is supposingly ment to happen.,1
#WEATHER:  2:56 am : 68.0F. Feels F. 29.65% Humidity. 5.8MPH South Wind.,2
"Tonight: Partly cloudy, with a low 51. Windy, with a west wind 25 to 30 mph. Winds could gust as high as 40 mph.",2
Yes I'm off ot is ova wit...its hot as hell out here,1
Ky weather is crazy! One min its hot then cold then its too hot nd humid ughg,1
"Yay! Hope it's great!! :) ""@mention: Ok here I go on my walk! It's 70 and sunny - hard to not be motivated! :)""",3
"RT @mention: BarNone now has speakers outside!! Ready for the warm weather, enjoy tonight w $2 domestic pints, rails and shots of powers.",3
"got some flowers delievered from my parents in thailand, and now i'm enjoying the perfect weather on my porch #birthdaytweet",3
#WEATHER: 11:53 am : 48.0F. Feels 44F. 29.79% Humidity. 8.1MPH North Wind.,2
"I hate when a shoot is cancelled & rescheduled due to weather then an hour later the sun is out.  Here's to working on Sunday, ugh! #fb #in",1
"Cold, wet weather prohibits early soil-applied herbacides: While recent rainy conditions have prevented farmers ... {link}",2
I'm tired of these weather flucuations.. the a/c was off now it need to be back on..,1
Severe t-storm warning in NE #arwx until 8:30am for storm moving SE. Hail & wind main threats. Not a tornado threat. {link},2
Sunny Sunday ... {link},2
Monday Forecast... partly to mostly sunny and hot with only isolated cooling thundershowers... light south breezes... inland highs around 90,2
"Scattered thunderstorms this afternoon, high 83 (28 C).  Low  65 (18 C) tonight.",2
@mention Thanks for the RT! Such bad weather in so many states today! More states are being included in warning as day goes on! :-(,1
"An isolated t-storm at best this evening, otherwise humid and mild overnight.  T-storms may approach the Ohio River late tonight...",2
RT @mention: Tornado Warning issued May 10 at 7:33PM EDT expiring May 10 at 8:15PM EDT by NWS Wilmington {link}.... http ...,2
It's been an awkward day for me . . Tried to stay as positive as I can . But it failed . . . The weather outside isn't helping either :'(,1
"It's fucking hot out, thank gawd for a/c",1
#WEATHER:  8:53 pm : 43.0F. Feels 39F. 30.14% Humidity. 5.8MPH West Wind.,2
I just want to cry cry cry. And the weather isn't helping.,1
Ok so now I'm sitting here. I want to go outside cause it's perfect weather today.,3
This is perfect picnic weather at Ft. Riley for a bunch of Army Rangers? #damnskippy,3
True. RT @mention: @mention  it's too hot girlie.   Stay out the heat it gave me headache.   Wait until the sun go dwn,1
"Putting in 4, maybe 5 miles today! Depending on how wet I get, weather is crap! Then bench-press! Ya   #running #weather #GSeriesFITFriday",1
Its about to storm.,2
Severe Thunderstorm Warning issued May 22 at 10:55PM CDT expiring May 22 at 11:30PM CDT by NWS Tulsa... {link},2
And another. #storm  {link},2
Leesburg Weather: Forecast for Sunday: Partly sunny. A chance of showers and thunderstorms in the afternoon. Highs in the mi...  #weather,2
BULLETIN - IMMEDIATE BROADCAST REQUESTED SEVERE THUNDERSTORM WARNING NATIONAL WEATHER SERVICE SIOUX FALLS SD 1050 PM CDT SUN MAY 8 2011  TH,2
Ugh! Looks like its gonna be a rainy Chitown night.,1
"In AZ, and the weather is nice.",3
Its 8 o'clock & about 85 degrees.,2
Beautiful weather and scenery @mention {link},3
...INCREASES IN RIVER FLOWS ARE EXPECTED ACROSS SOUTHEAST WYOMING THROUGH EARLY NEXT WEEK... A STORM SYSTEM WILL BRING  {link},2
"Gardner WX 05/17/11 8:00 PM | 62F, 34&#x25; Humidity, Feels Like 62F | Alerts: NO CURRENT ADVISORIES | {link}",2
"Scattered thunderstorms today, high 83 (28 C).",2
RT @mention: 2:45pm Update: Severe T-Storm Watch Likely In The Next Hour:  A cold front is slowly moving this way and d... {link} ...,2
"RT @mention: Jonesboro, AR set daily record for its coolest high temp yesterday (63 degrees)...Tupelo, MS also broke their record wi ...",2
"Great day in sunny Florida, life is grand and it Partyday",3
"Severe Thunderstorm Warning for Jewell, Mitchell, Osborne and Smith County in KS until 7:00pm CDT. #kswx",2
Bright sunny morning! :),3
@mention 5:50pm flight frm Richmond to CLT 7:05pm.....am I gonna make it home w/o thunderstorms tonight?,2
"Windows down, sunshine, cool breeze, jammin to Oasis #hi5",3
"Just got done with a run. The morning weather is cool and pleasant these days -- stay away, late July and August! #texasishot",3
RT @mention: This weather been depressin,1
"Good morning!  The weather is so beautiful today!  I have the day off work, and I am so looking forward to it. What are you all up to today?",3
Hey #rain . . . . FUCK U,1
At son's end of season soccer cookout. We have a beautiful window of sunshine between to rain squalls. Hurry up & cook burgers!,3
"NWS #TOP issues Severe Thunderstorm Warning for  Dickinson, Morris [KS] till 7:00 PM CDT {link}  #ksstorms @mention",2
Yep! In the midst of it here!  RT @mention: Radar: Very bad storm in eastern Balt Co - {link},2
Its cold as shit out here,1
Its hot outside,2
The forecast for today was 67 degrees-mostly sunny. It's 53 degrees and fucking cloudy... #whatstheweatherman #apsychicouttagradschoolplease,1
"sometimes its just nice to sit in the garden, listen to the birds tweet in nice weather. nice and #relaxing",3
Thunderstorms heading toward #Waukesha County {link},2
New Story: Tornado watch covers much of eastern Nebraska: The National Weather Service has placed 44 Nebraska co... {link},2
"It's the beginning of #summer in the Chinese calendar. Expect alternating hot and cold #weather, get extra #immune support with #acupuncture",2
It's getting WARMER and less RAINY! #happy #weather #pittsburgh,3
Ugh the 6 Storm Team is watching the chance of severe weather today. Thunderstorms and hale.,1
The weather is irritating me more than Diddy's name change...,1
"Made it to Shanghai. Happily ensconced in my hotel. Need some more sleep, though. At least the weather is great!",3
Tubing may have to wait. I need to show houses tomorrow and my clients go first. Beautiful weather this weekend.,3
its hot is hell outside...,1
Violently awful thunderstorm outside right now.  Very glad I'm home and not driving in it.,1
Beautiful weather gives me so much energy! Love it!,3
Perfect weather...perfect night for baseball. Let's go #Giants!,3
Wish the storm will hurry up! I'm trying to watch this play on BET! #GOBULLS,1
"Welcoming balcony, perfect for sunny afternoons: {link}",3
Why is it that it feels like it is 142 degrees outside?,1
@mention I'd give my right arm for 81 degrees!  What a terrible Spring!!!,1
#United States #Kentucky #Windy HillsOklahoma's windy and dry weather pattern continues Thursday - NewsOK.com,2
...HEAVY RAINFALL MAY PRODUCE FLASH FLOODING... .AN ADDITIONAL ROUND OF RAIN AND THUNDERSTORMS WILL BE POSSIBLE FROM LA {link},2
I love the warm weather and all... but this is the time when all the nasty 100 legged bugs come out!!!!! WHICH I LOATHE,3
YUCK YUCK YUCK weather stinks!,1
"@mention @mention No, I'm staying behind in beautiful, sunny & warm Portland ;) I wish I was going though.",3
Sunshine! Woo :) Keep it coming.,3
I'm in all black at this damn carwash x_x & its about 90 degrees,1
It is too frickin hot outside for NO reason what so ever!!! I will be inside all summer I can NOT get any blacker... #DontNeedYouToComment,1
Stupid bipolar weather :/,1
Weird NC weather...ugh im wide awake,1
Its too hot out,1
"Beautiful day in FL! 75 degrees and a light breeze! Therefore, no A/C and the windows open! &lt;3",3
Mail just came through cause I heard him walk onto the porch (: my windows are open with this awesome weather,3
"#2 Reason to Leave NC: The weather. Goddamn, its so hot even my box fan in the window isn't helping.",1
"The severe thunderstorm warning has been extended until 9:15 p.m. for Caldwell, Hays and Travis Counties.",2
"Another storm chaser feed of #tornado damage in Joplin, MO: {link}",2
Severe Thunderstorm Warning for Cherokee County in KS until 9:00am CDT. #kswx,2
"Current Conditions: Fair, 92 FForecast: Sat - Sunny. High: 91 Low: 71 Sun - Sunny. High: 93 Low: 72Full Forecast at Yahoo! Weather (p...",2
It's so fuqqn hot outside...,1
tornado warning has been downgraded to a severe thunderstorm warning in Tulsa County.,2
"padio open, sunshine shining, its just a good study time",3
RT @mention This Weather In Texas Is Stupid!,1
I can't deal with this crap weather anymore..it needs to be saturday already.,1
"Tatum, NM @ 11:00 PM: Temp:64F(H 84/L 52), Hum:26&#x25;, DewPt:30F, Wind: NW at 16 G 26.0 mph, Rain:0.00 In. #weather",2
Exactly! RT @mention: Especially since the weather's so nice and it being #MayBikeMonth!,3
Severe Thunderstorm Warning for Pecos and Terrell County in TX until 4:30am CDT. #txwx,2
I love the way it feels outside when its about to storm,3
Why's it 58 degrees outside? Its been 90 a few days ago! o_0,1
RT @mention: Are you ready for the 2011 storm season? FPL touts its #hurricane readiness. {link},2
"don't feel good ever lately. i want warm weather, and no pants june.",1
Were at the Drake Walk Festival today! Come out! Great weather! {link},3
It's Patio Weather baby! (@ Park Street Patio w/ 7 others) {link},3
"Current weather at 09:00 ,59.1 deg, 57 pct 7.0 mph, from the S",2
We may have been married to the same chick homie...lol RT @mention: this weather is more Bipolar then my Ex-Wife,1
Beautiful day in sunny Charlotte can't wait to go to work and get my tan onn! #ohyea  {link},3
The fuck is the warm weather? #bostonweather,1
"This weather has got to go , I'm freakin freezing!",1
#WEATHER: 9:53 am C: 60.0F. Feels 59F. 30.08% Humidity. 8.1MPH Northwest Wind.,2
RT @mention: One more update - Svr Storm Watch may be issued in next 1 to 2 hours for Western Iowa.,2
Same thing I was saying smh RT @mention: What happened to today being sunny? Where is this rain coming from?,1
The AC is on 16 degrees and it's still HOT,1
"Outlook for Thursday, May 5, 2011 #thunderstorms #florida #appalachians {link}",2
#WEATHER:  8:56 pm : 63.0F. Feels 63F. 29.84% Humidity. 5.8MPH Southeast Wind.,2
Me + extreme humidity + technoloy not working = me wicked fuckin pissed the fuck off. Fuck,1
"@mention First the weather, now this. I'll be surprised if my bedroom isn't filled with locusts in the morning.",1
"ok yeah so it turns out, i shouldnt have been excited for soccer practice because its freezing as hell and yeah...i couldnt move my hands",1
Greeting and salutations. #GymFlow #BootCamp all done. It was extra chilly this morning. I hated that...,1
Its 82 fuckkn degrees in my house and its 90 somethin outside,1
#rain when the fuck did i move to Seattle?,1
"Tatum, NM @ 03:00 AM: Temp:54F(H 65/L 54), Hum:25&#x25;, DewPt:19F, Wind: S at 11 G 12.0 mph, Rain:0.00 In. #weather",2
"Sunny today, high 94 (34 C).",2
"going to a family restaurant to sit outside in beautiful weather, drink heavily, & read a young adult novel. this is how get chicks, right?",3
@mention beautiful sunset after a big storm and hail in Southlake! {link},3
.RECORD DAILY MAXIMUM TEMPERATURE BROKEN AT CHICAGO-OHARE IL FOR MAY 10TH... A RECORD HIGH TEMPERATURE OF 90 DEGREES... {link},2
#WEATHER: 2:53 am C: 63.0F. Feels F. 29.99% Humidity. 0.0MPH North Wind.,2
@mention it was good.. It was 92 degrees today  .. And urs??,3
In the boondocks... Beautiful weather and lots of barns!,3
@mention Just golfed 18 In boji its windy as hell,1
StormChaser Schwartz: Good chances of severe weather for the area today {link},2
Sunshine! Hope you're able to get out and enjoy it!,3
Why is it 47 degrees in mid-May?,1
New event. Severe Thunderstorm Warning from 5/10/2011 7:43 PM to 8:30 PM EDT for Kanawha County... Read more at {link},2
Spending my afternoon in my two favorite places: SUNSHINE and the WORD.,3
Severe thunderstorm watch is in effect till 2100 hrs this date,2
Gorgeous afternoon! This is DIY pedicure weather... #nailpolish No need to mess it up with shoes!,3
"Current Conditions: Partly Cloudy, 72 FForecast: Fri - Mostly Sunny. High: 88 Low: 70 Sat - Sunny. High: 90 Low: 71Full Forecast at Y...",2
Ran 4 miles in 33 mins and felt blah. Easy pace to just maintain. It was HOT out today. :( Also my arches are... {link},1
this weather is making my mood shitty,1
BULLETIN - IMMEDIATE BROADCAST REQUESTED SEVERE THUNDERSTORM WARNING NATIONAL WEATHER SERVICE NORMAN OK 540 PM CDT MON MAY 23 2011  THE NAT,2
"Not down with this hot, humid weather. #readyforSD",1
Radar in motion of storm system currently hitting #Sacramento [vid]  {link},2
Perfect weather for opening day at Kissena velodrome!  {link},3
Weather: A blustery and much cooler end to the week.:  We'll see mostly cloudy conditions tonight with scattered... {link},2
I hate humid weather,1
Great day in San Diego today and 68 degrees! {link},3
@mention I was just outside for 30 minutes. Ugh heatwave. #whatwasithinkn,1
"I am in great spirits with the weather, the job club meeting, and a overall sense of health & well being. Life is truly what you make of it!",3
Mane its hot as hell outside! #huntsvillealabama,1
"Gardner WX 05/22/11 6:00 PM | 84F, 43&#x25; Humidity, Feels Like 84F | Alerts: NO CURRENT ADVISORIES | {link}",2
"San Antonio, Texas Weather :: 76F OVERCAST from San Antonio, Texas Weather {link}",2
YPN Golf League started last night with great weather!  Thanks to all of the YPN members who signed up to... {link},3
Man it's hot outside!,1
{link}  A great spring day Tuesday with sunshine...a cool start but mild afternoon,3
"@mention The new location, combined with the ride-alongs and self-demos of bikes - and the weather was great!",3
Severe Thunderstorm Warning until 5:45pm for Lampassas County.,2
It's windy as fuck outside...,1
Softball game..beautiful weather!!!,3
Today's @mention forecast: Cloudy w/ light showers in places. Becoming mainly dry in afternoon w/ sunny spells developing. Highs 13-15C.,2
"Love making weather, too bad I'm be working .",3
"i hate rainy days alone , i wish i had somebody to cuddle with.. *sigh*",1
Great weather for the Catawba county Chamber event at the Crawdad game 2nite!,3
Sooo nice outside! Loving this weather!! #sunshine,3
Excellent weather conditions expected for #Mets and #Phillies  {link},3
What game? Lol RT  @mention: Perfect weather to be at a baseball game.,3
"I love today's weather !!! Lol , i haven't ride a bike for a years lol",3
the weather today matches how sad today is.,1
Dam a niggah damp thanx to Arkansas bi polar weather,1
It's 2000 degrees in GA right now. Holy fuck. #death #dying,1
@mention lets go bucs! Nice weather....,3
#WEATHER:  11:56 am: 73.0F. Feels F. 30.01% Humidity. 3.5MPH Variable Wind.,2
I hate the weather. Ruined our plans of seeing blue man group tonight.,1
Its hot as FUCK outside &gt;.&lt; ... again,1
@mention Boston weather is like purgatory. Seen the sun once in the last week. We'll be lucky to see the sun again before June.,1
@mention @mention no it's supposed to be sunny and 80 from what I saw,2
It was too damn hot out 2day...came home n knocked out....im missn the game smh #TEAMHEAT,1
I been in the house all day & just getting out and its freezing,1
Here comes the shitty weather,1
"Sun shining, windows down, Dinosaur Jr loud. I love it when the weather gets nice. Sunday I'll work on the boat. #btv",3
"Clear tonight, low 46 (8 C).  Mostly sunny Saturday, high near 76 (24 C).",2
I'm convinced Minneapolis' weather is bipolar {link},1
It was just bright and sunny. Hot as a bitch and now a fucking monsoon out there,1
RT @mention: Snow delaying some openings at Glacier: {link},2
#ThankYou for this better weather #calisunshine,3
"Anthem, AZ @mention:30 PM, Temp:70.5&#xB0;F, Wind:0.0 mph NNE, Baro:29.41 inches, Hum: 24, Rain:0.00 in., Hi:92.8&#xB0;F, Lo:63.0&#xB0;F@mention:09 AM",2
"Sunshine, Costa coffee cooler in hand & @mention on full blast. Can it get any sweeter?!",3
this shitty weather pisses me off and puts me in a bad mood! screw rain im moving to the desert,1
#WEATHER:  3:56 am : 52.0F. Feels F. 29.80% Humidity. 0.0MPH North Wind.,2
RT @mention: Rainy Nights in Philly. xo,2
Sunny in SF!  Walking downtown....love this city!,3
#WEATHER:  12:51 am: 64.0F. Feels F. 29.95% Humidity. 4.6MPH East Wind.,2
Axial SCX10 Honcho in the snow {link},2
I hate #rain,1
Moderate risk for severe weather Wed. in OK and KS.  @mention and I leave today to chase.  Watch it live on the Blog Wednesday,2
#WEATHER: 4:54 am M: 39.0F. Feels 35F. 29.99% Humidity. 5.8MPH Northeast Wind.,2
Today's Giants-Cubs game has been postponed due to inclement weather. A makeup date is TBD. Details: {link},2
"Its very cold outside,take your jackets.",2
And rainy. Fuck Indiana. RT @mention: it's fucking cold outside today. &gt;:(,1
#WEATHER:  2:53 am : 52.0F. Feels 51F. 29.66% Humidity. 4.6MPH Southwest Wind.,2
#WEATHER:  10:50 am: 64.0F. Feels F. 29.82% Humidity. 9.2MPH South Wind.,2
Beautiful weather outside,3
I was thinking the same thing RT @mention Tryna figure out what ima do tonight. I wana club but they talkin bout thunderstorms #nshit,1
RT @mention: This kind of weather makes me want to go swimming.,3
@mention Welcome to our lousy weather! Plan to be there.,1
Severe Thunderstorm Warning for Mississippi and New Madrid County in MO until 4:15pm CDT. {link},2
The weather so far has been so nice. Think I may go for a walk...,3
.A POTENT PACIFIC STORM WILL BRING INCREASING WINDS TO THE REGION OVER THE WEEKEND AS IT MOVES INTO NORTHERN CALIFORNIA {link},2
It's completely sunny and pouring rain.,2
Event cancelled. Severe Thunderstorm Warning from 5/24/2011 10:48 PM to 11:00 PM CDT for Johnso... Read more at {link},2
The weather this day was awesome! FREEDOM:) {link},3
@mention the same storm left CT @ An hour ago! Its sunny & gorgeous now!,3
@mention Hey lady. Weather man says its gonna rain all weekend. Are you guys still gonna come on out for art a whirl?,2
"According to the rule of counting seconds between lightening and thunder, the storm is 4.5 miles away from me....i'd prefer it to be 20+ lol",2
so excited to be in 90 degree weather for the next week #lovedisney,3
Loving the great weather. In the garden working!,3
Workin at the car wash! jk just washin the sub-d in the driveway. ahhh sunshine! finally!,3
"Forecast for Thursday: Slight Chance Thunderstorms 81F/73F, Friday: Thunderstorms Likely 83F/71F {link} #weather",2
"Thunderstorm in Vicinity Heavy Rain Fog/Mist and 55 F at Dodge City Regional Airport, KS Winds are from the East at 16. {link}",2
RT @mention: Special Weather Statement issued May 13 at 2:37PM EDT expiring May 13 at 3:45PM EDT by NWS Knoxville {link}.... htt ...,2
"@mention Thx. Weather's been beautiful here. Your time is coming. Surely it'll warm up soon there. Of course, the south is God's country ;)",3
Well this blows. no internet or cable at my house becuase of the fucking storm of death yesterday,1
#WEATHER:  1:56 am : 65.0F. Feels F. 29.73% Humidity. 15.0MPH Southwest Wind.,2
"Headed to Ft Lauderdale for a few days w/ Thotis, Coach, Crink, and Redsy. 88 degrees and sunshine in the forecast!  #scaldingsunburn",3
